dir now: /lustre/home/2200010870/works/NeuralOperator/Multigrid
data_in.shape: (2490, 221, 51, 2)
data_out.shape (2490, 221, 51)
x_train.shape:  torch.Size([1000, 2, 221, 51])
y_train.shape:  torch.Size([1000, 1, 221, 51])
p=Parameter containing:
tensor(0.8000000119209290, requires_grad=True)
number of parameters is 1981040
Epoch: 38 rel.Train: 0.10044249081611634 rel.Test: 0.09812610864639282  abs.Test: 0.08113197863101959 p: 0.7980567216873169
Epoch: 39 rel.Train: 0.10033493369817734 rel.Test: 0.09751296639442444  abs.Test: 0.08063954293727875 p: 0.7981363534927368
Epoch: 40 rel.Train: 0.1004770724773407 rel.Test: 0.09826902866363525  abs.Test: 0.08124033093452454 p: 0.7980389595031738
Epoch: 41 rel.Train: 0.10056697857379913 rel.Test: 0.09817920386791229  abs.Test: 0.08116786360740662 p: 0.7980919480323792
Epoch: 42 rel.Train: 0.1003954194188118 rel.Test: 0.09887182772159576  abs.Test: 0.08173557758331298 p: 0.7980685234069824
Epoch: 43 rel.Train: 0.10037228387594223 rel.Test: 0.09724236488342285  abs.Test: 0.08041872620582581 p: 0.7982271909713745
Epoch: 44 rel.Train: 0.10019528925418854 rel.Test: 0.09713044345378875  abs.Test: 0.08033045709133148 p: 0.7982584238052368
Epoch: 45 rel.Train: 0.10020165717601776 rel.Test: 0.09723129451274871  abs.Test: 0.08041574001312256 p: 0.7982601523399353
Epoch: 46 rel.Train: 0.10030502849817276 rel.Test: 0.09737367689609527  abs.Test: 0.08053670048713685 p: 0.7982862591743469
Epoch: 47 rel.Train: 0.10037424081563949 rel.Test: 0.09793824374675751  abs.Test: 0.08097889423370361 p: 0.7981720566749573
Epoch: 48 rel.Train: 0.10020821261405945 rel.Test: 0.09761554956436157  abs.Test: 0.08076098263263702 p: 0.7984779477119446
Epoch: 49 rel.Train: 0.1004868884086609 rel.Test: 0.09771647810935974  abs.Test: 0.08080225646495819 p: 0.7982330918312073
Epoch: 50 rel.Train: 0.10030893337726593 rel.Test: 0.09849311888217926  abs.Test: 0.08142333030700684 p: 0.7981542944908142
Epoch: 51 rel.Train: 0.10048407089710236 rel.Test: 0.09728716254234314  abs.Test: 0.08045795321464538 p: 0.7983341217041016
Epoch: 52 rel.Train: 0.10015809118747711 rel.Test: 0.09829268574714661  abs.Test: 0.08126009583473205 p: 0.7981728911399841
Epoch: 53 rel.Train: 0.10019120180606841 rel.Test: 0.09749951362609863  abs.Test: 0.08063271760940552 p: 0.7983475923538208
Epoch: 54 rel.Train: 0.10026454663276672 rel.Test: 0.097445068359375  abs.Test: 0.08058035373687744 p: 0.7982912063598633
Epoch: 55 rel.Train: 0.1002365186214447 rel.Test: 0.09727269291877746  abs.Test: 0.08045987367630004 p: 0.7984291315078735
Epoch: 56 rel.Train: 0.10048856019973755 rel.Test: 0.09739188313484191  abs.Test: 0.08055149376392365 p: 0.798417329788208
Epoch: 57 rel.Train: 0.10042743670940399 rel.Test: 0.09753415644168854  abs.Test: 0.08065218925476074 p: 0.7982881665229797
Epoch: 58 rel.Train: 0.10025714933872223 rel.Test: 0.09728085458278656  abs.Test: 0.0804513293504715 p: 0.7983656525611877
Epoch: 59 rel.Train: 0.10033427727222442 rel.Test: 0.09755910933017731  abs.Test: 0.08068252682685852 p: 0.7984209060668945
Epoch: 60 rel.Train: 0.10038386708498001 rel.Test: 0.09756212770938873  abs.Test: 0.08067889332771301 p: 0.7983950972557068
Epoch: 61 rel.Train: 0.10026037752628326 rel.Test: 0.09832879722118378  abs.Test: 0.0812899774312973 p: 0.7982826232910156
Epoch: 62 rel.Train: 0.10049775409698486 rel.Test: 0.09743037819862366  abs.Test: 0.08058323621749879 p: 0.7985217571258545
Epoch: 63 rel.Train: 0.10028984570503235 rel.Test: 0.09745968699455261  abs.Test: 0.0806073498725891 p: 0.798594057559967
Epoch: 64 rel.Train: 0.10037361735105514 rel.Test: 0.09922362089157105  abs.Test: 0.08201299786567688 p: 0.7982694506645203
Epoch: 65 rel.Train: 0.10033296847343445 rel.Test: 0.09734353840351105  abs.Test: 0.08049818634986877 p: 0.7985160946846008
Epoch: 66 rel.Train: 0.10028667604923248 rel.Test: 0.09744355499744416  abs.Test: 0.08060329914093017 p: 0.7987383008003235
Epoch: 67 rel.Train: 0.10058871531486512 rel.Test: 0.09729719400405884  abs.Test: 0.08047816753387452 p: 0.7987395524978638
Epoch: 68 rel.Train: 0.10021218276023865 rel.Test: 0.0971813303232193  abs.Test: 0.08037207782268524 p: 0.7986434698104858
Epoch: 69 rel.Train: 0.10022597062587738 rel.Test: 0.0973567408323288  abs.Test: 0.08051267743110657 p: 0.7986551523208618
Epoch: 70 rel.Train: 0.1003685221672058 rel.Test: 0.09752815783023834  abs.Test: 0.08067267179489136 p: 0.7988885045051575
Epoch: 71 rel.Train: 0.10032524251937866 rel.Test: 0.09734967947006226  abs.Test: 0.08050942540168762 p: 0.7987745404243469
Epoch: 72 rel.Train: 0.10034410619735717 rel.Test: 0.09751358032226562  abs.Test: 0.08063500702381134 p: 0.7987025380134583
Epoch: 73 rel.Train: 0.10021079778671264 rel.Test: 0.09728184342384338  abs.Test: 0.08045087039470672 p: 0.7987819910049438
Epoch: 74 rel.Train: 0.10024748224020004 rel.Test: 0.09742294192314148  abs.Test: 0.08056204497814179 p: 0.7987736463546753
Epoch: 75 rel.Train: 0.10029196166992188 rel.Test: 0.0972788554430008  abs.Test: 0.08045897245407105 p: 0.7989265322685242
Epoch: 76 rel.Train: 0.10019853711128235 rel.Test: 0.09748641729354858  abs.Test: 0.08061694800853729 p: 0.7988030314445496
Epoch: 77 rel.Train: 0.10033059746026993 rel.Test: 0.09725708603858947  abs.Test: 0.08044078171253205 p: 0.798980712890625
Epoch: 78 rel.Train: 0.10031368637084961 rel.Test: 0.09741687476634979  abs.Test: 0.08055441975593566 p: 0.7988047003746033
Epoch: 79 rel.Train: 0.10030255150794982 rel.Test: 0.09748375177383423  abs.Test: 0.08061501741409302 p: 0.7989346981048584
Epoch: 80 rel.Train: 0.1002370947599411 rel.Test: 0.09824755966663361  abs.Test: 0.08122085571289063 p: 0.7987715601921082
Epoch: 81 rel.Train: 0.10043799424171448 rel.Test: 0.09852399349212647  abs.Test: 0.08145365476608277 p: 0.7988592386245728
Epoch: 82 rel.Train: 0.10034665954113006 rel.Test: 0.09755356192588806  abs.Test: 0.08067246556282043 p: 0.7990946769714355
Epoch: 83 rel.Train: 0.10033314990997315 rel.Test: 0.09777804732322692  abs.Test: 0.08084805607795716 p: 0.7989478707313538
Epoch: 84 rel.Train: 0.10029756951332092 rel.Test: 0.09710560321807861  abs.Test: 0.08030982971191407 p: 0.7991522550582886
Epoch: 85 rel.Train: 0.10030209755897522 rel.Test: 0.09733723878860473  abs.Test: 0.08049970626831054 p: 0.7991912961006165
Epoch: 86 rel.Train: 0.10033025479316711 rel.Test: 0.09738787949085236  abs.Test: 0.08055022358894348 p: 0.7992106676101685
Epoch: 87 rel.Train: 0.10023033237457275 rel.Test: 0.0974060833454132  abs.Test: 0.08055482506752014 p: 0.7993156313896179
Epoch: 88 rel.Train: 0.10035818886756898 rel.Test: 0.09742738604545594  abs.Test: 0.08056934833526612 p: 0.7992619276046753
Epoch: 89 rel.Train: 0.10038965988159179 rel.Test: 0.09783570289611816  abs.Test: 0.08089175403118133 p: 0.7991529107093811
Epoch: 90 rel.Train: 0.10029475331306457 rel.Test: 0.09795717060565949  abs.Test: 0.08099000811576844 p: 0.7992072701454163
Epoch: 91 rel.Train: 0.10023543053865433 rel.Test: 0.09807429432868958  abs.Test: 0.08108198165893554 p: 0.7991832494735718
Epoch: 92 rel.Train: 0.10028846555948258 rel.Test: 0.0980152040719986  abs.Test: 0.08103561401367188 p: 0.7992453575134277
Epoch: 93 rel.Train: 0.10033942180871963 rel.Test: 0.0975886845588684  abs.Test: 0.08070993661880493 p: 0.7996090650558472
Epoch: 94 rel.Train: 0.10028898173570633 rel.Test: 0.09740987300872803  abs.Test: 0.08056224226951599 p: 0.7996085286140442
Epoch: 95 rel.Train: 0.1001741139292717 rel.Test: 0.09774541676044464  abs.Test: 0.0808220613002777 p: 0.7993957996368408
Epoch: 96 rel.Train: 0.10023492574691772 rel.Test: 0.0973705780506134  abs.Test: 0.08052325189113617 p: 0.7995526194572449
Epoch: 97 rel.Train: 0.10015433132648469 rel.Test: 0.09720140814781189  abs.Test: 0.08038330912590026 p: 0.7995225191116333
Epoch: 98 rel.Train: 0.1000945007801056 rel.Test: 0.09801374435424805  abs.Test: 0.08103781819343567 p: 0.7993776202201843
Epoch: 99 rel.Train: 0.10021778523921966 rel.Test: 0.09759231925010681  abs.Test: 0.08071012079715728 p: 0.7994879484176636
Epoch: 100 rel.Train: 0.10011885845661163 rel.Test: 0.09806338012218475  abs.Test: 0.0810736072063446 p: 0.799255907535553
Epoch: 101 rel.Train: 0.10019123792648316 rel.Test: 0.09703072667121887  abs.Test: 0.08024599194526673 p: 0.7994366884231567
Epoch: 102 rel.Train: 0.09997037088871003 rel.Test: 0.09723049461841583  abs.Test: 0.08040299892425537 p: 0.7993602752685547
Epoch: 103 rel.Train: 0.09987266081571579 rel.Test: 0.09601159512996674  abs.Test: 0.07942020893096924 p: 0.7996001839637756
Epoch: 104 rel.Train: 0.09855753314495087 rel.Test: 0.09534880638122559  abs.Test: 0.07887151181697845 p: 0.8001025915145874
Epoch: 105 rel.Train: 0.09986957216262818 rel.Test: 0.09977576196193695  abs.Test: 0.08251540184020996 p: 0.804027795791626
Epoch: 106 rel.Train: 0.09913752067089081 rel.Test: 0.09658125221729279  abs.Test: 0.07987469673156739 p: 0.8091704845428467
Epoch: 107 rel.Train: 0.09828598129749298 rel.Test: 0.0962321949005127  abs.Test: 0.07959192633628845 p: 0.8161934614181519
Epoch: 108 rel.Train: 0.10193365979194641 rel.Test: 0.09579821586608887  abs.Test: 0.07921147465705872 p: 0.8311752676963806
Epoch: 109 rel.Train: 0.09401431381702423 rel.Test: 0.09021073937416077  abs.Test: 0.07458117544651031 p: 0.8368148803710938
Epoch: 110 rel.Train: 0.09092911446094513 rel.Test: 0.08276467263698578  abs.Test: 0.06839977681636811 p: 0.8431378602981567
Epoch: 111 rel.Train: 0.07983252203464508 rel.Test: 0.08086471974849702  abs.Test: 0.06677613377571107 p: 0.8436421751976013
Epoch: 112 rel.Train: 0.07782908058166504 rel.Test: 0.07806900382041931  abs.Test: 0.0644899433851242 p: 0.8444764614105225
Epoch: 113 rel.Train: 0.0758660066127777 rel.Test: 0.07388021111488342  abs.Test: 0.06105463862419128 p: 0.8436053991317749
Epoch: 114 rel.Train: 0.07225766324996949 rel.Test: 0.07238364756107331  abs.Test: 0.0597531920671463 p: 0.8433934450149536
Epoch: 115 rel.Train: 0.0667988902926445 rel.Test: 0.06266712367534638  abs.Test: 0.05175542891025543 p: 0.8436989188194275
Epoch: 116 rel.Train: 0.059465033173561097 rel.Test: 0.05762484014034271  abs.Test: 0.04758402168750763 p: 0.8437233567237854
Epoch: 117 rel.Train: 0.05354987871646881 rel.Test: 0.04908931791782379  abs.Test: 0.04058357566595078 p: 0.8440892696380615
Epoch: 118 rel.Train: 0.04849649482965469 rel.Test: 0.04262600928544998  abs.Test: 0.03524721801280975 p: 0.8442956209182739
Epoch: 119 rel.Train: 0.04332496389746666 rel.Test: 0.05181941330432892  abs.Test: 0.042797892689704894 p: 0.8447521924972534
Epoch: 120 rel.Train: 0.04183201977610588 rel.Test: 0.038671418726444244  abs.Test: 0.031964049339294434 p: 0.8449737429618835
Epoch: 121 rel.Train: 0.04110179832577705 rel.Test: 0.04575889050960541  abs.Test: 0.03779692828655243 p: 0.8449376821517944
Epoch: 122 rel.Train: 0.035922638714313504 rel.Test: 0.040682651698589326  abs.Test: 0.03361353188753128 p: 0.8452122211456299
Epoch: 123 rel.Train: 0.03424088251590729 rel.Test: 0.032548704743385316  abs.Test: 0.026900026947259903 p: 0.845302164554596
Epoch: 124 rel.Train: 0.03376272401213646 rel.Test: 0.03906318902969361  abs.Test: 0.03229726046323776 p: 0.8454591035842896
Epoch: 125 rel.Train: 0.03016879504919052 rel.Test: 0.03944389790296555  abs.Test: 0.032607098817825315 p: 0.8456894755363464
Epoch: 126 rel.Train: 0.033357856422662736 rel.Test: 0.042471985518932345  abs.Test: 0.03509020000696182 p: 0.845616340637207
Epoch: 127 rel.Train: 0.03135395711660385 rel.Test: 0.026808014214038847  abs.Test: 0.02215618297457695 p: 0.8463403582572937
Epoch: 128 rel.Train: 0.02705255025625229 rel.Test: 0.030715407729148866  abs.Test: 0.025380396395921708 p: 0.8463468551635742
Epoch: 129 rel.Train: 0.026701712489128112 rel.Test: 0.03167747616767883  abs.Test: 0.026178697496652602 p: 0.8464827537536621
Epoch: 130 rel.Train: 0.02847937585413456 rel.Test: 0.024138723760843278  abs.Test: 0.01993854969739914 p: 0.8466614484786987
Epoch: 131 rel.Train: 0.026929089695215225 rel.Test: 0.02694836899638176  abs.Test: 0.022277439683675765 p: 0.8469533920288086
Epoch: 132 rel.Train: 0.022732774406671524 rel.Test: 0.023447298109531403  abs.Test: 0.019379561990499495 p: 0.8468034267425537
Epoch: 133 rel.Train: 0.027832143157720566 rel.Test: 0.02579509377479553  abs.Test: 0.021319160610437392 p: 0.8472995162010193
Epoch: 134 rel.Train: 0.02689803896844387 rel.Test: 0.028719908893108367  abs.Test: 0.02373789370059967 p: 0.8472628593444824
Epoch: 135 rel.Train: 0.02439512251317501 rel.Test: 0.024637341797351837  abs.Test: 0.020357640385627748 p: 0.8473168015480042
Epoch: 136 rel.Train: 0.025328875184059144 rel.Test: 0.03305605858564377  abs.Test: 0.027304953932762145 p: 0.8476209044456482
Epoch: 137 rel.Train: 0.024901094540953635 rel.Test: 0.03069827526807785  abs.Test: 0.02539053440093994 p: 0.8478702902793884
Epoch: 138 rel.Train: 0.02541315034031868 rel.Test: 0.032324012517929074  abs.Test: 0.026716172993183136 p: 0.8478747010231018
Epoch: 139 rel.Train: 0.02339960016310215 rel.Test: 0.026990914642810823  abs.Test: 0.02231045037508011 p: 0.8481395244598389
Epoch: 140 rel.Train: 0.0236166176199913 rel.Test: 0.023625765144824982  abs.Test: 0.019533127695322037 p: 0.848288893699646
Epoch: 141 rel.Train: 0.02316848112642765 rel.Test: 0.024443764090538025  abs.Test: 0.020196816623210906 p: 0.8482442498207092
Epoch: 142 rel.Train: 0.02167645490169525 rel.Test: 0.02200929805636406  abs.Test: 0.01818975418806076 p: 0.8486092686653137
Epoch: 143 rel.Train: 0.019629549637436867 rel.Test: 0.026521579772233964  abs.Test: 0.021904035359621047 p: 0.8482794165611267
Epoch: 144 rel.Train: 0.02053041696548462 rel.Test: 0.01907356411218643  abs.Test: 0.015757920295000075 p: 0.8488784432411194
Epoch: 145 rel.Train: 0.019491619914770126 rel.Test: 0.022113465517759324  abs.Test: 0.018279236108064652 p: 0.8489974737167358
Epoch: 146 rel.Train: 0.019998670399188994 rel.Test: 0.02159902349114418  abs.Test: 0.017857048362493515 p: 0.8490332365036011
Epoch: 147 rel.Train: 0.018119073122739793 rel.Test: 0.017189964652061462  abs.Test: 0.014204425513744354 p: 0.8489293456077576
Epoch: 148 rel.Train: 0.018054528400301934 rel.Test: 0.026915331780910493  abs.Test: 0.022247342169284822 p: 0.8490556478500366
Epoch: 149 rel.Train: 0.020042872548103333 rel.Test: 0.01735663503408432  abs.Test: 0.014347475841641427 p: 0.8494364023208618
Epoch: 150 rel.Train: 0.017654503226280212 rel.Test: 0.024719115048646927  abs.Test: 0.02044770061969757 p: 0.8495271801948547
Epoch: 151 rel.Train: 0.020128012090921403 rel.Test: 0.03386265337467194  abs.Test: 0.027976166307926178 p: 0.8496491312980652
Epoch: 152 rel.Train: 0.019422502622008325 rel.Test: 0.019183256775140763  abs.Test: 0.01585367411375046 p: 0.8495584726333618
Epoch: 153 rel.Train: 0.02185336881875992 rel.Test: 0.021446315646171568  abs.Test: 0.01771478936076164 p: 0.8498293161392212
Epoch: 154 rel.Train: 0.019619342014193533 rel.Test: 0.018517383486032487  abs.Test: 0.01529905155301094 p: 0.8499966263771057
Epoch: 155 rel.Train: 0.017218168318271637 rel.Test: 0.017408017218112946  abs.Test: 0.014385517239570617 p: 0.850100576877594
Epoch: 156 rel.Train: 0.017894355952739714 rel.Test: 0.024660524427890778  abs.Test: 0.02037468284368515 p: 0.8501026034355164
Epoch: 157 rel.Train: 0.017318108156323432 rel.Test: 0.02220759153366089  abs.Test: 0.01834867686033249 p: 0.8504568338394165
Epoch: 158 rel.Train: 0.017625577598810196 rel.Test: 0.021174811720848084  abs.Test: 0.017494371980428695 p: 0.8506042957305908
Epoch: 159 rel.Train: 0.016845576345920564 rel.Test: 0.017704944759607315  abs.Test: 0.014627229571342468 p: 0.8504816889762878
Epoch: 160 rel.Train: 0.01660863570868969 rel.Test: 0.01962241977453232  abs.Test: 0.016200095117092132 p: 0.8506370186805725
Epoch: 161 rel.Train: 0.015516971677541732 rel.Test: 0.016380114257335664  abs.Test: 0.013534774035215379 p: 0.8508102893829346
Epoch: 162 rel.Train: 0.01602817477285862 rel.Test: 0.01803587093949318  abs.Test: 0.014915833175182342 p: 0.8511046171188354
Epoch: 163 rel.Train: 0.016511921033263207 rel.Test: 0.020722461193799974  abs.Test: 0.017129125893115996 p: 0.8512345552444458
Epoch: 164 rel.Train: 0.01772611501812935 rel.Test: 0.023417456597089766  abs.Test: 0.019350300282239913 p: 0.8510799407958984
Epoch: 165 rel.Train: 0.016173680990934372 rel.Test: 0.014803317338228227  abs.Test: 0.01223117858171463 p: 0.8512418270111084
Epoch: 166 rel.Train: 0.014926525741815567 rel.Test: 0.02033951669931412  abs.Test: 0.01681015968322754 p: 0.8513870239257812
Epoch: 167 rel.Train: 0.01702004474401474 rel.Test: 0.017777941226959228  abs.Test: 0.01469255656003952 p: 0.8516762256622314
Epoch: 168 rel.Train: 0.015457599699497223 rel.Test: 0.025308831632137298  abs.Test: 0.02089805781841278 p: 0.8516654968261719
Epoch: 169 rel.Train: 0.01774783180654049 rel.Test: 0.016885049641132355  abs.Test: 0.013957161754369736 p: 0.8520628213882446
Epoch: 170 rel.Train: 0.014857132047414779 rel.Test: 0.02190876454114914  abs.Test: 0.018108430057764052 p: 0.8520645499229431
Epoch: 171 rel.Train: 0.01657607051730156 rel.Test: 0.018049124628305435  abs.Test: 0.014915413707494735 p: 0.8521028161048889
Epoch: 172 rel.Train: 0.015611265659332275 rel.Test: 0.016435010731220244  abs.Test: 0.013579207211732865 p: 0.8522220849990845
Epoch: 173 rel.Train: 0.016748814761638642 rel.Test: 0.03222969651222229  abs.Test: 0.02663932740688324 p: 0.8522695302963257
Epoch: 174 rel.Train: 0.019734387069940566 rel.Test: 0.016522490531206132  abs.Test: 0.013652301877737045 p: 0.8525789380073547
Epoch: 175 rel.Train: 0.01551912021636963 rel.Test: 0.013254711255431175  abs.Test: 0.010954519063234329 p: 0.8525979518890381
Epoch: 176 rel.Train: 0.01467946422100067 rel.Test: 0.01971749246120453  abs.Test: 0.016309267580509185 p: 0.8525655269622803
Epoch: 177 rel.Train: 0.013783967435359954 rel.Test: 0.02270442247390747  abs.Test: 0.01875708132982254 p: 0.8527920246124268
Epoch: 178 rel.Train: 0.015348338142037392 rel.Test: 0.024554665982723236  abs.Test: 0.020291500240564347 p: 0.8526825308799744
Epoch: 179 rel.Train: 0.015937251031398772 rel.Test: 0.01954210177063942  abs.Test: 0.016151363998651504 p: 0.8529525995254517
Epoch: 180 rel.Train: 0.01401186579465866 rel.Test: 0.016866853386163713  abs.Test: 0.013934929668903352 p: 0.8530530333518982
Epoch: 181 rel.Train: 0.014223508670926093 rel.Test: 0.016722828298807144  abs.Test: 0.01382668748497963 p: 0.8532084822654724
Epoch: 182 rel.Train: 0.01727842327952385 rel.Test: 0.015977221727371215  abs.Test: 0.013206639438867568 p: 0.8533903956413269
Epoch: 183 rel.Train: 0.014892739042639732 rel.Test: 0.017772847414016725  abs.Test: 0.014668980240821838 p: 0.8533644080162048
Epoch: 184 rel.Train: 0.013578002363443375 rel.Test: 0.015979672968387603  abs.Test: 0.013191483169794082 p: 0.8533511161804199
Epoch: 185 rel.Train: 0.01355756402015686 rel.Test: 0.016426148414611815  abs.Test: 0.013578827008605004 p: 0.8535356521606445
Epoch: 186 rel.Train: 0.012939827337861061 rel.Test: 0.016242231279611587  abs.Test: 0.01341831624507904 p: 0.853551983833313
Epoch: 187 rel.Train: 0.012700992584228516 rel.Test: 0.015510604977607726  abs.Test: 0.012823533117771149 p: 0.8535690307617188
Epoch: 188 rel.Train: 0.012668636947870255 rel.Test: 0.016481728106737138  abs.Test: 0.013624009490013123 p: 0.853852391242981
Epoch: 189 rel.Train: 0.013388509526848794 rel.Test: 0.014181855022907258  abs.Test: 0.011725376546382903 p: 0.853882372379303
Epoch: 190 rel.Train: 0.013179231882095337 rel.Test: 0.014431336671113968  abs.Test: 0.01192630037665367 p: 0.8538630604743958
Epoch: 191 rel.Train: 0.01270546542108059 rel.Test: 0.013427840322256088  abs.Test: 0.011085863038897515 p: 0.853983461856842
Epoch: 192 rel.Train: 0.013082025833427905 rel.Test: 0.014287129044532776  abs.Test: 0.011800552532076836 p: 0.8541202545166016
Epoch: 193 rel.Train: 0.011906617969274521 rel.Test: 0.02027997225522995  abs.Test: 0.01676863566040993 p: 0.8542159199714661
Epoch: 194 rel.Train: 0.013488042876124382 rel.Test: 0.015498015284538268  abs.Test: 0.012808078899979591 p: 0.8543146252632141
Epoch: 195 rel.Train: 0.013183963239192962 rel.Test: 0.01615599125623703  abs.Test: 0.013345950171351434 p: 0.8545112609863281
Epoch: 196 rel.Train: 0.013748549692332744 rel.Test: 0.013997191712260246  abs.Test: 0.011562107279896736 p: 0.8546432852745056
Epoch: 197 rel.Train: 0.012039153411984443 rel.Test: 0.014928007274866104  abs.Test: 0.01233958251774311 p: 0.8546373844146729
Epoch: 198 rel.Train: 0.0126444546058774 rel.Test: 0.015017098039388657  abs.Test: 0.012402248159050942 p: 0.8548486232757568
Epoch: 199 rel.Train: 0.013264067992568017 rel.Test: 0.01845122277736664  abs.Test: 0.015245755016803742 p: 0.8546348810195923
Epoch: 200 rel.Train: 0.013072887390851974 rel.Test: 0.015906551927328108  abs.Test: 0.013145979940891266 p: 0.8549473285675049
